invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
INV-104656,SKU-1004,Mechanical Keyboard,8,2024-08-13T08:41:00,219.0,CUST-97747,France
INV-102328,SKU-1004,Mechanical Keyboard,7,2024-06-27T06:52:00,226.98,CUST-73270,Spain
INV-109314,SKU-1008,Bluetooth Speaker,2,2024-07-19T04:37:00,214.48,CUST-50675,Australia
INV-102328,SKU-1008,Bluetooth Speaker,7,2024-04-19T18:16:00,65.29,CUST-45227,Germany
INV-103105,SKU-1005,Noise Cancelling Headphones,6,2024-09-29T09:53:00,223.8,CUST-40552,Spain
INV-109317,SKU-1001,Wireless Mouse,7,2024-05-01T21:09:00,234.79,CUST-73573,United States
INV-102329,SKU-1004,Mechanical Keyboard,1,2024-02-25T05:13:00,127.26,CUST-16821,United States
INV-102329,SKU-1004,Mechanical Keyboard,3,2024-05-01T14:33:00,25.99,CUST-10721,Spain
INV-109320,SKU-1008,Bluetooth Speaker,6,2024-09-22T10:16:00,128.59,CUST-96347,France
INV-102330,SKU-1005,Noise Cancelling Headphones,6,2024-06-30T15:01:00,244.19,CUST-86210,United States
INV-104661,SKU-1002,USB-C Cable,4,2024-01-25T22:19:00,76.85,CUST-19236,Canada
INV-104661,SKU-1007,Desk Lamp,7,2024-07-15T17:28:00,17.12,CUST-47836,Spain
INV-103108,SKU-1004,Mechanical Keyboard,1,2024-08-12T13:26:00,115.81,CUST-56436,France
INV-104662,SKU-1003,Laptop Stand,1,2024-10-10T20:07:00,164.45,CUST-77305,Australia
INV-104663,SKU-1001,Wireless Mouse,3,2024-11-20T07:09:00,160.59,CUST-33025,Germany
INV-102331,SKU-1005,Noise Cancelling Headphones,2,2024-10-13T22:22:00,170.17,CUST-95789,France
INV-104664,SKU-1006,Smart Watch,6,2024-08-29T11:44:00,243.28,CUST-20315,France
INV-102332,SKU-1006,Smart Watch,6,2024-06-10T23:48:00,193.45,CUST-66050,Spain
INV-102332,SKU-1004,Mechanical Keyboard,4,2024-07-30T01:05:00,104.33,CUST-79255,United Kingdom
INV-102332,SKU-1001,Wireless Mouse,6,2024-08-31T15:52:00,171.73,CUST-71289,United Kingdom
INV-104666,SKU-1001,Wireless Mouse,1,2024-02-02T16:08:00,9.99,CUST-38531,France
INV-102333,SKU-1001,Wireless Mouse,5,2024-12-01T06:32:00,134.81,CUST-19646,Canada
INV-102333,SKU-1005,Noise Cancelling Headphones,4,2024-09-24T22:57:00,41.01,CUST-70401,Germany
INV-104667,SKU-1004,Mechanical Keyboard,3,2024-12-07T07:24:00,95.35,CUST-73034,France
INV-104668,SKU-1005,Noise Cancelling Headphones,4,2024-10-24T06:34:00,229.16,CUST-83370,United Kingdom
INV-103112,SKU-1006,Smart Watch,1,2024-07-17T07:58:00,47.5,CUST-13569,United Kingdom
INV-103112,SKU-1004,Mechanical Keyboard,4,2024-01-29T09:35:00,62.61,CUST-91445,Germany
INV-104669,SKU-1004,Mechanical Keyboard,1,2024-08-24T00:33:00,224.75,CUST-88526,Australia
INV-103113,SKU-1002,USB-C Cable,4,2024-06-18T06:03:00,157.01,CUST-40999,United Kingdom
INV-103113,SKU-1001,Wireless Mouse,1,2024-02-01T09:40:00,187.25,CUST-54086,Spain
INV-102335,SKU-1001,Wireless Mouse,6,2024-07-09T20:05:00,115.07,CUST-41495,Canada
INV-109343,SKU-1002,USB-C Cable,7,2024-04-10T13:06:00,197.06,CUST-58047,Germany
INV-104672,SKU-1004,Mechanical Keyboard,4,2024-11-29T01:19:00,242.22,CUST-73579,France
INV-109345,SKU-1006,Smart Watch,4,2024-03-18T00:24:00,182.31,CUST-67399,Germany
INV-103115,SKU-1008,Bluetooth Speaker,2,2024-12-27T03:14:00,209.33,CUST-25294,United Kingdom
INV-104673,SKU-1002,USB-C Cable,1,2024-06-01T15:48:00,164.18,CUST-84082,Germany
INV-109348,SKU-1007,Desk Lamp,5,2024-04-30T04:02:00,135.34,CUST-37047,United States
INV-109349,SKU-1001,Wireless Mouse,2,2024-12-22T08:53:00,183.33,CUST-79963,United States
INV-109350,SKU-1002,USB-C Cable,7,2024-11-28T10:00:00,15.84,CUST-38929,United Kingdom
INV-103117,SKU-1002,USB-C Cable,3,2024-11-07T06:16:00,151.11,CUST-54358,United Kingdom
INV-109352,SKU-1005,Noise Cancelling Headphones,5,2024-09-18T17:09:00,169.27,CUST-64569,Australia
INV-104676,SKU-1001,Wireless Mouse,2,2024-03-20T20:50:00,81.17,CUST-70444,United States
INV-103118,SKU-1001,Wireless Mouse,6,2024-03-21T11:07:00,119.38,CUST-78624,United Kingdom
INV-102338,SKU-1004,Mechanical Keyboard,8,2024-06-27T19:45:00,194.15,CUST-77083,Canada
INV-104678,SKU-1005,Noise Cancelling Headphones,2,2024-02-03T23:06:00,200.59,CUST-17635,Germany
INV-103119,SKU-1002,USB-C Cable,7,2024-03-30T09:14:00,158.47,CUST-41944,Germany
INV-103119,SKU-1008,Bluetooth Speaker,6,2024-07-06T10:17:00,126.89,CUST-20530,United States
INV-104679,SKU-1003,Laptop Stand,6,2024-02-02T21:58:00,138.64,CUST-34824,Spain
INV-102340,SKU-1007,Desk Lamp,7,2024-04-02T17:43:00,163.42,CUST-11661,Spain
INV-104680,SKU-1002,USB-C Cable,6,2024-06-03T01:08:00,98.7,CUST-19862,Germany
INV-103120,SKU-1005,Noise Cancelling Headphones,8,2024-05-14T16:13:00,15.76,CUST-76031,United States
INV-103121,SKU-1003,Laptop Stand,6,2024-07-28T08:40:00,195.47,CUST-60169,Spain
INV-104682,SKU-1007,Desk Lamp,6,2024-08-04T19:33:00,50.3,CUST-90195,Spain
INV-104682,SKU-1006,Smart Watch,1,2024-06-09T13:56:00,235.3,CUST-93879,Germany
INV-102341,SKU-1005,Noise Cancelling Headphones,3,2024-03-19T20:58:00,69.59,CUST-90368,Canada
INV-102341,SKU-1001,Wireless Mouse,5,2024-11-16T03:45:00,133.91,CUST-49019,France
INV-102342,SKU-1007,Desk Lamp,3,2024-01-04T21:36:00,97.48,CUST-64114,United States
INV-102342,SKU-1007,Desk Lamp,8,2024-10-18T07:45:00,18.72,CUST-99292,United Kingdom
INV-104685,SKU-1005,Noise Cancelling Headphones,6,2024-02-12T10:40:00,153.81,CUST-47251,Australia
INV-102342,SKU-1002,USB-C Cable,2,2024-11-12T14:08:00,200.37,CUST-70829,Australia
INV-102343,SKU-1007,Desk Lamp,5,2024-09-04T19:10:00,118.62,CUST-96678,Germany
INV-109373,SKU-1001,Wireless Mouse,5,2024-11-24T07:01:00,78.53,CUST-63589,Australia
INV-104687,SKU-1005,Noise Cancelling Headphones,5,2024-11-05T09:34:00,79.1,CUST-41483,Germany
INV-103125,SKU-1004,Mechanical Keyboard,7,2024-06-07T14:12:00,34.31,CUST-82454,United Kingdom
INV-103125,SKU-1007,Desk Lamp,6,2024-03-08T03:35:00,53.59,CUST-40085,Canada
INV-102344,SKU-1007,Desk Lamp,4,2024-07-26T04:01:00,167.43,CUST-10233,Australia
INV-102344,SKU-1008,Bluetooth Speaker,6,2024-02-04T19:42:00,151.87,CUST-37707,Spain
INV-103126,SKU-1002,USB-C Cable,3,2024-11-28T22:42:00,57.68,CUST-26930,Spain
INV-103126,SKU-1001,Wireless Mouse,7,2024-10-16T18:46:00,90.21,CUST-93845,United Kingdom
INV-109381,SKU-1008,Bluetooth Speaker,3,2024-03-13T12:15:00,226.64,CUST-82763,United Kingdom
INV-102345,SKU-1001,Wireless Mouse,5,2024-10-20T04:18:00,44.89,CUST-82460,United States
INV-103127,SKU-1003,Laptop Stand,6,2024-01-11T02:21:00,131.55,CUST-94934,United States
INV-102346,SKU-1007,Desk Lamp,4,2024-06-05T16:41:00,146.1,CUST-84508,France
INV-103128,SKU-1004,Mechanical Keyboard,2,2024-09-09T12:12:00,189.84,CUST-27869,Canada
INV-104693,SKU-1007,Desk Lamp,1,2024-12-25T20:32:00,149.62,CUST-17377,Australia
INV-109387,SKU-1001,Wireless Mouse,5,2024-03-01T11:59:00,30.43,CUST-90965,United Kingdom
INV-104694,SKU-1004,Mechanical Keyboard,3,2024-10-14T23:10:00,170.41,CUST-38996,United States
INV-103129,SKU-1003,Laptop Stand,7,2024-04-08T23:24:00,132.48,CUST-77523,Canada
INV-103130,SKU-1001,Wireless Mouse,1,2024-08-15T18:23:00,97.63,CUST-37929,Canada
INV-104695,SKU-1008,Bluetooth Speaker,7,2024-01-21T04:01:00,234.15,CUST-34660,France
INV-104696,SKU-1002,USB-C Cable,3,2024-04-04T19:47:00,181.46,CUST-29225,United States
INV-103131,SKU-1001,Wireless Mouse,1,2024-03-17T06:25:00,203.91,CUST-23435,Germany
INV-102348,SKU-1003,Laptop Stand,3,2024-07-26T02:17:00,121.57,CUST-94481,United Kingdom
INV-102348,SKU-1004,Mechanical Keyboard,8,2024-11-13T21:43:00,16.78,CUST-38031,Germany
INV-102349,SKU-1005,Noise Cancelling Headphones,8,2024-07-04T04:38:00,141.4,CUST-31111,United Kingdom
INV-104698,SKU-1008,Bluetooth Speaker,6,2024-06-03T05:48:00,20.33,CUST-34900,Australia
INV-104699,SKU-1003,Laptop Stand,8,2024-08-26T14:17:00,110.92,CUST-59361,France
INV-103133,SKU-1004,Mechanical Keyboard,7,2024-01-30T14:21:00,155.8,CUST-76388,Spain
INV-104700,SKU-1008,Bluetooth Speaker,3,2024-10-16T22:31:00,194.81,CUST-92346,Australia
INV-104700,SKU-1007,Desk Lamp,8,2024-12-27T17:20:00,159.86,CUST-22988,France
INV-103134,SKU-1005,Noise Cancelling Headphones,2,2024-10-07T14:44:00,163.2,CUST-54959,Australia
INV-104701,SKU-1007,Desk Lamp,1,2024-11-19T18:10:00,38.34,CUST-79467,France
INV-104702,SKU-1008,Bluetooth Speaker,7,2024-08-16T10:06:00,237.58,CUST-40253,Germany
INV-104702,SKU-1006,Smart Watch,7,2024-07-27T14:44:00,234.99,CUST-91243,Spain
INV-103135,SKU-1007,Desk Lamp,7,2024-01-17T04:55:00,26.52,CUST-43582,Canada
INV-104703,SKU-1006,Smart Watch,2,2024-06-08T00:48:00,199.13,CUST-13662,United Kingdom
INV-109408,SKU-1004,Mechanical Keyboard,4,2024-12-14T15:11:00,186.43,CUST-89931,France
INV-104704,SKU-1006,Smart Watch,8,2024-04-06T21:19:00,193.28,CUST-16369,France
INV-109410,SKU-1004,Mechanical Keyboard,1,2024-08-05T12:05:00,80.86,CUST-13892,Australia
INV-103137,SKU-1006,Smart Watch,2,2024-12-25T23:43:00,94.32,CUST-92774,Spain
INV-109412,SKU-1003,Laptop Stand,7,2024-09-26T22:43:00,169.6,CUST-47559,United States
INV-109413,SKU-1003,Laptop Stand,4,2024-09-15T16:49:00,243.86,CUST-16104,Australia
INV-103138,SKU-1006,Smart Watch,6,2024-01-08T10:29:00,56.35,CUST-66261,Spain
INV-102353,SKU-1007,Desk Lamp,7,2024-11-18T14:17:00,145.6,CUST-76660,Germany
INV-109416,SKU-1002,USB-C Cable,4,2024-07-04T00:32:00,221.04,CUST-20872,United States
INV-103139,SKU-1007,Desk Lamp,6,2024-06-26T03:07:00,109.82,CUST-40597,Canada
INV-109418,SKU-1001,Wireless Mouse,4,2024-08-06T01:30:00,108.11,CUST-21675,France
INV-103139,SKU-1005,Noise Cancelling Headphones,4,2024-05-21T22:04:00,85.08,CUST-65907,France
INV-109420,SKU-1006,Smart Watch,2,2024-09-25T00:51:00,203.93,CUST-52259,Spain
INV-102355,SKU-1002,USB-C Cable,1,2024-11-21T07:18:00,157.13,CUST-98504,Spain
INV-104711,SKU-1008,Bluetooth Speaker,3,2024-11-23T12:21:00,100.68,CUST-53431,Spain
INV-104711,SKU-1005,Noise Cancelling Headphones,3,2024-06-04T15:09:00,216.2,CUST-30716,Canada
INV-102356,SKU-1004,Mechanical Keyboard,7,2024-07-14T14:24:00,142.74,CUST-18400,United Kingdom
INV-102356,SKU-1003,Laptop Stand,8,2024-12-12T00:47:00,105.67,CUST-27049,France
INV-104713,SKU-1003,Laptop Stand,3,2024-12-25T02:19:00,60.15,CUST-70758,United States
INV-104713,SKU-1008,Bluetooth Speaker,4,2024-09-15T20:01:00,246.99,CUST-77768,France
INV-109428,SKU-1007,Desk Lamp,7,2024-10-21T09:07:00,243.32,CUST-63972,Canada
INV-109429,SKU-1004,Mechanical Keyboard,5,2024-09-12T14:31:00,61.07,CUST-29166,United Kingdom
INV-104715,SKU-1002,USB-C Cable,5,2024-07-23T11:12:00,168.57,CUST-20329,Canada
INV-102357,SKU-1003,Laptop Stand,2,2024-05-26T20:35:00,96.48,CUST-47375,United Kingdom
INV-103144,SKU-1002,USB-C Cable,2,2024-01-19T21:48:00,118.43,CUST-64913,Germany
INV-103144,SKU-1004,Mechanical Keyboard,6,2024-08-08T17:41:00,148.55,CUST-11205,Australia
INV-103144,SKU-1002,USB-C Cable,1,2024-12-08T18:52:00,156.03,CUST-18212,Germany
INV-103145,SKU-1005,Noise Cancelling Headphones,6,2024-09-14T00:45:00,122.64,CUST-55753,United Kingdom
INV-102359,SKU-1004,Mechanical Keyboard,1,2024-07-26T08:45:00,94.63,CUST-74498,Canada
INV-109437,SKU-1008,Bluetooth Speaker,5,2024-03-28T10:47:00,48.62,CUST-37115,United States
INV-103146,SKU-1005,Noise Cancelling Headphones,8,2024-07-20T13:05:00,25.3,CUST-98641,Germany
INV-103146,SKU-1002,USB-C Cable,5,2024-11-15T09:12:00,57.84,CUST-72015,United States
INV-102360,SKU-1002,USB-C Cable,4,2024-05-22T17:12:00,49.01,CUST-54188,France
INV-109441,SKU-1007,Desk Lamp,1,2024-03-21T08:59:00,218.96,CUST-64075,Spain
INV-109442,SKU-1008,Bluetooth Speaker,8,2024-05-30T15:53:00,127.93,CUST-14726,Spain
INV-102360,SKU-1001,Wireless Mouse,6,2024-08-02T13:34:00,187.55,CUST-64450,Spain
INV-102361,SKU-1006,Smart Watch,4,2024-06-10T03:48:00,129.85,CUST-65486,France
INV-102361,SKU-1001,Wireless Mouse,7,2024-11-22T03:51:00,81.3,CUST-68343,Spain
INV-104723,SKU-1004,Mechanical Keyboard,8,2024-04-25T16:43:00,245.59,CUST-60051,France
INV-102361,SKU-1005,Noise Cancelling Headphones,8,2024-06-11T11:17:00,123.92,CUST-87365,France
INV-104724,SKU-1008,Bluetooth Speaker,3,2024-05-14T13:15:00,241.48,CUST-53761,Spain
INV-103149,SKU-1002,USB-C Cable,5,2024-01-04T14:11:00,101.83,CUST-10556,Australia
INV-103150,SKU-1005,Noise Cancelling Headphones,4,2024-09-29T22:08:00,204.72,CUST-87324,Spain
INV-103150,SKU-1005,Noise Cancelling Headphones,8,2024-12-21T17:05:00,218.03,CUST-35662,Germany
INV-102363,SKU-1001,Wireless Mouse,3,2024-06-29T06:58:00,237.08,CUST-37040,United Kingdom
INV-103151,SKU-1006,Smart Watch,5,2024-01-15T18:44:00,127.2,CUST-90686,France
INV-104727,SKU-1008,Bluetooth Speaker,7,2024-05-07T10:49:00,24.45,CUST-94656,France
INV-104727,SKU-1005,Noise Cancelling Headphones,6,2024-05-25T10:15:00,95.74,CUST-29434,United States
INV-103152,SKU-1004,Mechanical Keyboard,2,2024-10-03T12:33:00,39.59,CUST-62275,United Kingdom
INV-104728,SKU-1004,Mechanical Keyboard,7,2024-10-02T13:48:00,25.16,CUST-21744,United States
INV-102364,SKU-1004,Mechanical Keyboard,2,2024-10-16T12:50:00,16.96,CUST-83619,France
INV-102364,SKU-1004,Mechanical Keyboard,7,2024-11-20T06:20:00,6.57,CUST-11602,United Kingdom
INV-103153,SKU-1004,Mechanical Keyboard,3,2024-09-17T19:26:00,178.12,CUST-64382,Canada
INV-104730,SKU-1003,Laptop Stand,5,2024-03-11T11:41:00,179.11,CUST-74119,Germany
INV-109462,SKU-1007,Desk Lamp,1,2024-12-16T13:51:00,130.28,CUST-90363,Canada
INV-103154,SKU-1002,USB-C Cable,3,2024-08-20T19:51:00,241.33,CUST-51641,United Kingdom
INV-109464,SKU-1005,Noise Cancelling Headphones,4,2024-07-27T10:43:00,238.84,CUST-65496,Spain
INV-102366,SKU-1006,Smart Watch,1,2024-09-18T01:52:00,98.77,CUST-91530,Germany
INV-104733,SKU-1007,Desk Lamp,6,2024-06-05T13:51:00,228.11,CUST-57337,Spain
INV-102366,SKU-1004,Mechanical Keyboard,8,2024-07-11T06:12:00,11.61,CUST-76646,Canada
INV-102367,SKU-1005,Noise Cancelling Headphones,3,2024-10-16T03:15:00,96.47,CUST-28177,Germany
INV-102367,SKU-1001,Wireless Mouse,2,2024-04-25T14:36:00,116.71,CUST-69344,United States
INV-102367,SKU-1004,Mechanical Keyboard,6,2024-05-02T09:00:00,227.3,CUST-76548,Germany
INV-104735,SKU-1004,Mechanical Keyboard,1,2024-08-04T02:37:00,28.82,CUST-62650,France
INV-103157,SKU-1006,Smart Watch,1,2024-02-07T17:12:00,55.35,CUST-79329,France
INV-109473,SKU-1005,Noise Cancelling Headphones,3,2024-12-02T08:51:00,231.49,CUST-72759,United Kingdom
INV-109474,SKU-1002,USB-C Cable,7,2024-03-14T15:51:00,216.21,CUST-43535,United States
INV-102368,SKU-1004,Mechanical Keyboard,5,2024-05-02T13:21:00,126.48,CUST-54037,United Kingdom
INV-109476,SKU-1006,Smart Watch,4,2024-09-18T04:46:00,242.55,CUST-75509,Germany
INV-109477,SKU-1006,Smart Watch,3,2024-11-12T03:51:00,39.22,CUST-36081,United Kingdom
INV-102369,SKU-1007,Desk Lamp,4,2024-09-15T13:28:00,201.78,CUST-29957,Germany
INV-104739,SKU-1002,USB-C Cable,5,2024-01-27T03:26:00,31.93,CUST-87196,France
INV-102370,SKU-1006,Smart Watch,6,2024-10-04T18:51:00,115.36,CUST-53401,Spain
INV-103160,SKU-1004,Mechanical Keyboard,6,2024-06-05T08:30:00,118.74,CUST-56600,Germany
INV-103160,SKU-1007,Desk Lamp,4,2024-03-09T12:40:00,213.82,CUST-38963,Germany
INV-104741,SKU-1005,Noise Cancelling Headphones,3,2024-09-17T20:46:00,175.23,CUST-85278,Australia
INV-103161,SKU-1003,Laptop Stand,1,2024-08-27T23:13:00,146.25,CUST-87525,Canada
INV-109485,SKU-1003,Laptop Stand,2,2024-09-18T15:07:00,53.33,CUST-92922,United States
INV-102371,SKU-1005,Noise Cancelling Headphones,4,2024-08-23T14:32:00,79.24,CUST-53940,Germany
INV-104743,SKU-1005,Noise Cancelling Headphones,6,2024-11-27T06:32:00,171.3,CUST-18973,Germany
INV-102372,SKU-1005,Noise Cancelling Headphones,7,2024-12-16T04:42:00,160.5,CUST-86026,Spain
INV-109489,SKU-1008,Bluetooth Speaker,6,2024-10-12T22:38:00,200.76,CUST-87090,Germany
INV-102372,SKU-1006,Smart Watch,1,2024-12-12T01:51:00,73.09,CUST-70180,United Kingdom
INV-102372,SKU-1003,Laptop Stand,3,2024-04-26T06:04:00,187.41,CUST-41273,United States
INV-103164,SKU-1003,Laptop Stand,1,2024-10-14T17:53:00,148.58,CUST-91302,United States
INV-104746,SKU-1006,Smart Watch,6,2024-06-28T12:08:00,218.79,CUST-54001,United Kingdom
INV-102373,SKU-1005,Noise Cancelling Headphones,6,2024-09-14T21:49:00,50.13,CUST-85167,United States
INV-104747,SKU-1004,Mechanical Keyboard,4,2024-11-30T18:31:00,149.61,CUST-80081,United States
INV-102374,SKU-1005,Noise Cancelling Headphones,2,2024-01-22T13:20:00,212.95,CUST-54190,United States
INV-109497,SKU-1003,Laptop Stand,2,2024-05-25T18:21:00,150.11,CUST-64349,United States
INV-103166,SKU-1002,USB-C Cable,7,2024-09-01T14:20:00,190.96,CUST-87980,United Kingdom
INV-102374,SKU-1005,Noise Cancelling Headphones,3,2024-12-27T01:11:00,99.94,CUST-27832,France
INV-102375,SKU-1007,Desk Lamp,7,2024-07-08T22:19:00,78.64,CUST-32734,United Kingdom
INV-109501,SKU-1008,Bluetooth Speaker,6,2024-09-06T04:13:00,188.75,CUST-15694,Spain
INV-103167,SKU-1004,Mechanical Keyboard,6,2024-01-10T06:14:00,31.1,CUST-65240,Canada
INV-102375,SKU-1008,Bluetooth Speaker,5,2024-04-05T08:00:00,76.12,CUST-97199,United Kingdom
INV-109504,SKU-1004,Mechanical Keyboard,6,2024-06-01T07:06:00,245.4,CUST-72423,Spain
INV-103168,SKU-1002,USB-C Cable,4,2024-06-07T18:53:00,186.53,CUST-98468,Australia
INV-102376,SKU-1003,Laptop Stand,8,2024-01-20T01:25:00,150.8,CUST-50990,Australia
INV-103169,SKU-1001,Wireless Mouse,4,2024-01-31T21:50:00,242.01,CUST-87959,France
INV-109508,SKU-1006,Smart Watch,8,2024-02-13T21:40:00,55.09,CUST-57726,United States
INV-109509,SKU-1003,Laptop Stand,8,2024-08-26T07:46:00,112.03,CUST-48166,Canada
INV-109510,SKU-1001,Wireless Mouse,1,2024-12-02T18:35:00,232.64,CUST-76077,Canada
INV-103170,SKU-1001,Wireless Mouse,2,2024-11-30T13:38:00,117.96,CUST-82093,Spain
INV-104756,SKU-1006,Smart Watch,5,2024-05-26T03:17:00,70.85,CUST-46865,Australia
INV-109513,SKU-1001,Wireless Mouse,1,2024-12-02T23:25:00,203.53,CUST-28622,Germany
INV-109514,SKU-1007,Desk Lamp,1,2024-09-10T03:45:00,239.11,CUST-82370,Australia
INV-102378,SKU-1002,USB-C Cable,1,2024-09-22T19:57:00,234.83,CUST-29463,Spain
INV-103172,SKU-1007,Desk Lamp,2,2024-05-10T21:50:00,235.09,CUST-16563,Spain
INV-109517,SKU-1005,Noise Cancelling Headphones,1,2024-03-30T01:00:00,134.02,CUST-83521,United States
INV-109518,SKU-1001,Wireless Mouse,7,2024-05-28T04:16:00,248.63,CUST-54545,Spain
INV-104759,SKU-1002,USB-C Cable,6,2024-01-05T12:31:00,53.88,CUST-11106,France
INV-103173,SKU-1006,Smart Watch,3,2024-02-28T17:07:00,36.5,CUST-18980,United States
INV-104760,SKU-1003,Laptop Stand,1,2024-02-29T23:46:00,192.01,CUST-15809,United States
INV-102380,SKU-1004,Mechanical Keyboard,4,2024-10-14T18:26:00,173.69,CUST-28908,Germany
INV-103174,SKU-1001,Wireless Mouse,1,2024-03-02T23:28:00,201.35,CUST-71602,United States
INV-102381,SKU-1007,Desk Lamp,6,2024-11-24T05:49:00,236.09,CUST-37285,United States
INV-109525,SKU-1005,Noise Cancelling Headphones,6,2024-05-17T16:42:00,32.21,CUST-41441,United States
INV-104763,SKU-1003,Laptop Stand,2,2024-12-18T12:54:00,226.05,CUST-83437,United States
INV-109527,SKU-1002,USB-C Cable,3,2024-01-24T13:21:00,114.71,CUST-90416,France
INV-109528,SKU-1007,Desk Lamp,8,2024-06-10T15:16:00,142.24,CUST-62131,Canada
INV-102382,SKU-1002,USB-C Cable,3,2024-05-24T09:42:00,10.08,CUST-15874,United Kingdom
INV-109530,SKU-1005,Noise Cancelling Headphones,2,2024-11-19T04:32:00,34.23,CUST-71595,Canada
INV-109531,SKU-1006,Smart Watch,7,2024-03-01T17:14:00,97.72,CUST-28248,Australia
INV-109532,SKU-1002,USB-C Cable,4,2024-06-24T19:41:00,157.74,CUST-77628,Germany
INV-103177,SKU-1005,Noise Cancelling Headphones,5,2024-05-04T17:36:00,172.62,CUST-57570,Australia
INV-109534,SKU-1005,Noise Cancelling Headphones,7,2024-03-18T17:32:00,223.79,CUST-60644,Spain
INV-104767,SKU-1007,Desk Lamp,8,2024-11-11T01:04:00,40.78,CUST-63701,Australia
INV-109536,SKU-1008,Bluetooth Speaker,1,2024-12-19T01:22:00,48.07,CUST-46318,Spain
INV-109537,SKU-1006,Smart Watch,7,2024-04-19T03:42:00,14.22,CUST-56087,Spain
INV-109538,SKU-1001,Wireless Mouse,8,2024-05-20T23:57:00,169.18,CUST-98874,United Kingdom
INV-103179,SKU-1007,Desk Lamp,6,2024-05-29T05:16:00,141.78,CUST-31374,France
INV-102385,SKU-1005,Noise Cancelling Headphones,7,2024-12-04T15:41:00,158.2,CUST-21138,Australia
INV-102385,SKU-1006,Smart Watch,6,2024-01-07T17:05:00,155.44,CUST-58389,France
INV-104771,SKU-1004,Mechanical Keyboard,3,2024-04-26T02:46:00,190.78,CUST-61346,Spain
INV-104771,SKU-1004,Mechanical Keyboard,5,2024-10-26T12:53:00,174.26,CUST-72885,Canada
INV-104772,SKU-1005,Noise Cancelling Headphones,1,2024-05-20T07:11:00,214.58,CUST-48024,France
INV-102386,SKU-1001,Wireless Mouse,2,2024-04-25T06:58:00,202.05,CUST-34301,Germany
INV-103182,SKU-1008,Bluetooth Speaker,2,2024-07-25T16:17:00,96.15,CUST-72182,France
INV-102386,SKU-1006,Smart Watch,3,2024-06-03T15:48:00,226.01,CUST-93201,Australia
INV-102387,SKU-1003,Laptop Stand,1,2024-08-04T23:50:00,98.36,CUST-56182,United States
INV-104774,SKU-1007,Desk Lamp,5,2024-04-11T01:39:00,38.21,CUST-68974,United States
INV-103183,SKU-1008,Bluetooth Speaker,2,2024-08-03T11:32:00,101.09,CUST-45105,France
INV-103183,SKU-1004,Mechanical Keyboard,2,2024-03-04T22:31:00,99.13,CUST-71291,Australia
INV-109552,SKU-1006,Smart Watch,4,2024-02-04T09:54:00,33.54,CUST-96467,United States
INV-102388,SKU-1001,Wireless Mouse,2,2024-12-19T14:58:00,40.66,CUST-12171,United Kingdom
INV-104777,SKU-1007,Desk Lamp,1,2024-02-16T19:29:00,41.27,CUST-50528,Germany
INV-109555,SKU-1008,Bluetooth Speaker,5,2024-02-27T06:13:00,162.1,CUST-62745,United Kingdom
INV-103185,SKU-1006,Smart Watch,7,2024-05-31T10:26:00,142.22,CUST-14216,France
INV-103185,SKU-1002,USB-C Cable,1,2024-11-02T12:59:00,239.44,CUST-69241,France
INV-104779,SKU-1001,Wireless Mouse,2,2024-11-10T12:12:00,14.79,CUST-42621,Canada
INV-103186,SKU-1005,Noise Cancelling Headphones,5,2024-03-27T08:51:00,159.2,CUST-79019,Canada
INV-102390,SKU-1008,Bluetooth Speaker,6,2024-09-02T19:06:00,52.73,CUST-57814,Germany
INV-103187,SKU-1004,Mechanical Keyboard,7,2024-07-03T17:46:00,160.12,CUST-92458,Spain
INV-109562,SKU-1001,Wireless Mouse,6,2024-11-13T06:44:00,47.92,CUST-53916,Canada
INV-109563,SKU-1003,Laptop Stand,4,2024-07-31T14:47:00,152.47,CUST-41333,United Kingdom
INV-109564,SKU-1003,Laptop Stand,8,2024-08-04T00:31:00,136.88,CUST-22967,Spain
INV-102391,SKU-1001,Wireless Mouse,2,2024-12-11T11:03:00,241.64,CUST-59502,United States
INV-103188,SKU-1006,Smart Watch,7,2024-09-25T00:42:00,193.25,CUST-85197,United States
INV-104783,SKU-1006,Smart Watch,7,2024-11-16T18:52:00,161.29,CUST-69957,France
INV-102392,SKU-1001,Wireless Mouse,1,2024-11-13T06:58:00,161.69,CUST-18733,Germany
INV-102392,SKU-1005,Noise Cancelling Headphones,1,2024-12-15T01:31:00,13.21,CUST-12295,France
INV-102392,SKU-1002,USB-C Cable,3,2024-06-09T09:11:00,120.4,CUST-45451,Spain
INV-104785,SKU-1008,Bluetooth Speaker,2,2024-01-02T00:15:00,137.92,CUST-26352,Australia
INV-102393,SKU-1005,Noise Cancelling Headphones,4,2024-07-31T09:15:00,127.22,CUST-95372,Canada
INV-104786,SKU-1008,Bluetooth Speaker,4,2024-03-26T10:24:00,70.99,CUST-72308,Spain
INV-104787,SKU-1006,Smart Watch,6,2024-03-25T22:21:00,76.01,CUST-48159,France
INV-102393,SKU-1003,Laptop Stand,6,2024-04-23T14:23:00,52.15,CUST-24027,Spain
INV-109576,SKU-1007,Desk Lamp,5,2024-08-19T23:57:00,76.79,CUST-34949,Germany
INV-109577,SKU-1004,Mechanical Keyboard,1,2024-05-09T12:53:00,58.15,CUST-34167,France
